count;date;ip;url;count_page;userID;adblock;tokenid;screen_size;exercise_input;exercise_type;exercise_score
6134;"2021-01-03 15:09:46";d173ba1133b586a2f4a9fbeb05fb9f72;https://www.esercizinglese.com/lezioni-inglesi/esercizi/100/2/might-o-may;550;89433;0;efad7f4c-f549-4099-9e25-861fc19ac9c2;1349;|might|may|may|might|may|might;grammar_exercise;57
6292;"2021-01-03 15:17:45";821702d03a7e4634ce2474889f12b932;https://www.esercizinglese.com/lezioni-inglesi/esercizi/2/1/i-pronomi-personali-soggetto;57;89990;0;b86810cd-a699-468c-ba56-33492b55b5c3;1349;|he|they|she|it|we|they|it;grammar_exercise;88
6298;"2021-01-03 15:18:04";73042f24ab5b973129dff8e9287ed1c3;https://www.esercizinglese.com/lezioni-inglesi/esercizi/54/1/il-futuro-semplice;7;90015;0;1089f335-69f6-4815-9a0c-94406d06e264;1263;"|will eat|will drink|will not watch|will not have|will not play|will janet read";grammar_exercise;78
6371;"2021-01-03 15:21:36";73042f24ab5b973129dff8e9287ed1c3;https://www.esercizinglese.com/lezioni-inglesi/esercizi/54/2/il-futuro-semplice;9;90015;0;1089f335-69f6-4815-9a0c-94406d06e264;1263;"|will become|won't watch|will relax|will stay|will be|will phone|will get";grammar_exercise;88
6658;"2021-01-03 15:36:13";73042f24ab5b973129dff8e9287ed1c3;https://www.esercizinglese.com/lezioni-inglesi/esercizi/57/1/l-uso-del-futuro;15;90015;0;1089f335-69f6-4815-9a0c-94406d06e264;1263;"|will be|will study|is going to be|will live|will have|are leaving |are going to see|will help|are missing";grammar_exercise;39
7072;"2021-01-03 15:58:00";923833557d40ff99c91ce806a5a8f83a;https://www.esercizinglese.com/lezioni-inglesi/esercizi/32/1/il-simple-present-di-to-have;96;89787;1;f1ca2fe7-42a3-4f79-b30a-9cd5bb5adf50;1903;|have|have|has|have|has|has|has;grammar_exercise;88
7136;"2021-01-03 16:01:31";71eea8b9f621ef69b556877a8ab84c3b;https://www.esercizinglese.com/lezioni-inglesi/esercizi/76/1/simple-past;116;88657;0;6515e83f-4c11-4bc3-a973-220d25fc176b;750;"|made|went|did you do|didn't boring|went|was|were|visited|was";grammar_exercise;67
7154;"2021-01-03 16:02:22";923833557d40ff99c91ce806a5a8f83a;https://www.esercizinglese.com/lezioni-inglesi/esercizi/32/2/il-simple-present-di-to-have;98;89787;1;f1ca2fe7-42a3-4f79-b30a-9cd5bb5adf50;1903;"|has you got a razor to lend me?|genny hasn't a brother, he has got two sisters|how much you got in the purse?|my dad has got to boats: one is red and one is white|i haven't the keys, has you got |";grammar_exercise;32
7229;"2021-01-03 16:05:22";8aae05742dabc7b98b5561f09f5518c5;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/1/l-infinito;8;89905;0;f882fee2-8a60-46c5-9838-ccce5acd6708;1395;"|he is an english teacher|they are at school every morning at 8|we are your friends, don't worry|are they happy today?|i am late for class|bob is in budapest for work|the park is closed this weekends|are you ready?";grammar_exercise;90
7281;"2021-01-03 16:09:03";923833557d40ff99c91ce806a5a8f83a;https://www.esercizinglese.com/lezioni-inglesi/esercizi/32/2/il-simple-present-di-to-have;101;89787;1;f1ca2fe7-42a3-4f79-b30a-9cd5bb5adf50;1903;||||||;grammar_exercise;32
7292;"2021-01-03 16:09:53";ff667f8da5e9cd1533b231c6a8be8389;https://www.esercizinglese.com/lezioni-inglesi/esercizi/62/1/il-periodo-ipotetico;715;88765;0;56f52b65-cbee-44af-8226-e1b2095ee1f5;1305;"|will pass|wait|will ask|wins|will fly|go|will listen|forgets|will give";grammar_exercise;90
7312;"2021-01-03 16:10:51";71eea8b9f621ef69b556877a8ab84c3b;https://www.esercizinglese.com/lezioni-inglesi/esercizi/76/2/simple-past;118;88657;0;6515e83f-4c11-4bc3-a973-220d25fc176b;750;|were|was|was|were;grammar_exercise;80
7330;"2021-01-03 16:11:53";ff667f8da5e9cd1533b231c6a8be8389;https://www.esercizinglese.com/lezioni-inglesi/esercizi/62/2/il-periodo-ipotetico;717;88765;0;56f52b65-cbee-44af-8226-e1b2095ee1f5;1305;"|won't go|don't hurry|won't catch|eat|won't lose|don't have|will fell|don't buy|will get";grammar_exercise;82
7364;"2021-01-03 16:13:04";6d5de78b80fcdc48a74c84bfc9d9944e;https://www.esercizinglese.com/lezioni-inglesi/esercizi-crocette/24/1/l-uso-dell-articolo-determinat;5;90026;0;761eedbd-e0cf-4080-a2a3-530e93125099;1349;2|1|1|2|3|2|1|2;grammar_exercise;100
7375;"2021-01-03 16:13:38";ff667f8da5e9cd1533b231c6a8be8389;https://www.esercizinglese.com/lezioni-inglesi/esercizi/62/3/il-periodo-ipotetico;719;88765;0;56f52b65-cbee-44af-8226-e1b2095ee1f5;1305;"|would do|came|would prepare|rained|would take|hurried|would catch|studied|would be";grammar_exercise;90
7410;"2021-01-03 16:15:14";6d5de78b80fcdc48a74c84bfc9d9944e;https://www.esercizinglese.com/traduzioni/testi-in-inglese/esercizi/it-en/27;10;90026;0;761eedbd-e0cf-4080-a2a3-530e93125099;1349;"hello, my names's forrest. forrest gump";translate_exercise;86
7416;"2021-01-03 16:15:28";8aae05742dabc7b98b5561f09f5518c5;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/2/l-infinito;10;89905;0;f882fee2-8a60-46c5-9838-ccce5acd6708;1395;"|david an janet is not at the cinema, they are at home|my pc is old. it is not new|you are thin. you are not fat|my name is not bill. it is billy|she is english. she is not french|ronald and i are friends. we are not brothers";grammar_exercise;65
7428;"2021-01-03 16:16:20";71eea8b9f621ef69b556877a8ab84c3b;https://www.esercizinglese.com/lezioni-inglesi/esercizi/76/3/simple-past;120;88657;0;6515e83f-4c11-4bc3-a973-220d25fc176b;750;"|spent|was|traveled|was|went|learnt|were|wasn't rain|saw";grammar_exercise;67
7432;"2021-01-03 16:16:27";ff667f8da5e9cd1533b231c6a8be8389;https://www.esercizinglese.com/lezioni-inglesi/esercizi/62/4/il-periodo-ipotetico;721;88765;0;56f52b65-cbee-44af-8226-e1b2095ee1f5;1305;"|wouldn't keep|didn't print|wouldn't correct|wasn't|would play|were|would buy|knew|would call";grammar_exercise;81
7441;"2021-01-03 16:16:41";6d5de78b80fcdc48a74c84bfc9d9944e;https://www.esercizinglese.com/traduzioni/testi-in-inglese/esercizi/it-en/30;12;90026;0;761eedbd-e0cf-4080-a2a3-530e93125099;1349;"my mama always said that the life is like a box chocolate";translate_exercise;35
7500;"2021-01-03 16:18:36";ff667f8da5e9cd1533b231c6a8be8389;https://www.esercizinglese.com/lezioni-inglesi/esercizi/62/5/il-periodo-ipotetico;726;88765;0;56f52b65-cbee-44af-8226-e1b2095ee1f5;1305;"|had asked|would have given|had wait|would have gone|had gone|would have eaten|had explained|would have done";grammar_exercise;83
7557;"2021-01-03 16:20:33";ff667f8da5e9cd1533b231c6a8be8389;https://www.esercizinglese.com/lezioni-inglesi/esercizi/62/6/il-periodo-ipotetico;728;88765;0;56f52b65-cbee-44af-8226-e1b2095ee1f5;1305;"|hadn't turned|would have known|hadn't copied|wouldn't have given |hadn't rained|would have played |had used|wouldn't have been";grammar_exercise;85
7616;"2021-01-03 16:23:13";8aae05742dabc7b98b5561f09f5518c5;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/2/l-infinito;12;89905;0;f882fee2-8a60-46c5-9838-ccce5acd6708;1395;"|david and janet are at the cinema. they are at home|my pc is new. hi is not old|you are thin, you are not fat|my name is not bill, it is billy|she dont is english, she is french|ronal and i are not friend. we are brother";grammar_exercise;65
7683;"2021-01-03 16:28:16";71eea8b9f621ef69b556877a8ab84c3b;https://www.esercizinglese.com/lezioni-inglesi/esercizi/76/4/simple-past;122;88657;0;6515e83f-4c11-4bc3-a973-220d25fc176b;750;"|kat didn't tidy her clothes|nancy didn't eat dinner|he read the newspaper";grammar_exercise;75
7698;"2021-01-03 16:28:41";8aae05742dabc7b98b5561f09f5518c5;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/1/l-infinito;16;89905;0;f882fee2-8a60-46c5-9838-ccce5acd6708;1395;"|he is an english teacher|they are at school every morning at 8|we are your friends, don't worry|they are happy today|i am late for class|bob is in budapest for work|the park is closed on weekends|are you ready?";grammar_exercise;90
7860;"2021-01-03 16:35:37";71eea8b9f621ef69b556877a8ab84c3b;https://www.esercizinglese.com/lezioni-inglesi/esercizi/76/5/simple-past;125;88657;0;6515e83f-4c11-4bc3-a973-220d25fc176b;750;"|we moved to a new town|he didn't do the washing up|they sold everything but the thing i need|did she spend time with her boyfriend?";grammar_exercise;80
8055;"2021-01-03 16:44:42";71eea8b9f621ef69b556877a8ab84c3b;https://www.esercizinglese.com/lezioni-inglesi/esercizi/76/6/simple-past;127;88657;0;6515e83f-4c11-4bc3-a973-220d25fc176b;750;"|did you go|travelled|bought|didn't watch|did you work|didn't think|didn't study|did they visit";grammar_exercise;88
8141;"2021-01-03 16:49:16";71eea8b9f621ef69b556877a8ab84c3b;https://www.esercizinglese.com/lezioni-inglesi/esercizi/76/7/simple-past;129;88657;0;6515e83f-4c11-4bc3-a973-220d25fc176b;750;"|loved|did you go|had|didn't meet|tried|did you eat|didn't play|did she swim|wrote";grammar_exercise;80
8165;"2021-01-03 16:50:40";ff667f8da5e9cd1533b231c6a8be8389;https://www.esercizinglese.com/lezioni-inglesi/esercizi/81/1/il-future-perfect;741;88765;0;56f52b65-cbee-44af-8226-e1b2095ee1f5;1305;"|will have already done|will have finished|will have already made|";grammar_exercise;60
8186;"2021-01-03 16:51:12";c680d69d21969e8fedfc6aa2d4401bdf;https://www.esercizinglese.com/lezioni-inglesi/esercizi/23/7/present-continuous;35;42366;0;8d97141e-1e0a-4d31-b8ac-2901aaa4b21e;1519;"|is getting|is listening|read|am reading|do you remember|go|lets|are you cooking |am chatting ";grammar_exercise;80
8280;"2021-01-03 16:54:40";41dd026428462d1a2b9c748f9f3ee9fa;https://www.esercizinglese.com/lezioni-inglesi/esercizi/76/1/simple-past;23;90036;0;ca927953-b2d3-4aa1-93e6-e4ee4a500882;1519;"|maked |went |did you|didn't boring |went |were |was |visited |was ";grammar_exercise;73
8303;"2021-01-03 16:55:40";52f6fe251a1b6a3f38d7ae9dc2cc6d92;https://www.esercizinglese.com/lezioni-inglesi/esercizi/62/3/il-periodo-ipotetico;26;90031;1;ab833dee-6b40-4f61-a714-bebf37c233f6;1263;"|would do|had come|would have|rains|will take|had hurried|would have caught|had studied|would have been";grammar_exercise;29
8347;"2021-01-03 16:57:54";c680d69d21969e8fedfc6aa2d4401bdf;https://www.esercizinglese.com/lezioni-inglesi/esercizi/76/7/simple-past;36;42366;0;8d97141e-1e0a-4d31-b8ac-2901aaa4b21e;1519;"|loved|did you go |had|didn't meet |tried|did you eat|didn't play |she swam|wrote";grammar_exercise;90
8399;"2021-01-03 17:00:48";41dd026428462d1a2b9c748f9f3ee9fa;https://www.esercizinglese.com/lezioni-inglesi/esercizi/76/8/simple-past;25;90036;0;ca927953-b2d3-4aa1-93e6-e4ee4a500882;1519;"|you didn't jump through the hoop|alison didn't play tennis with her friends |the teacher didn't test our vocabulary|dale didn't visit friends over the summer |she didn't her hair|you didn't are hot and tired |dean didn't has a degree in computing |i didn't buy a new car |you didn't view all the new houses in the area ";grammar_exercise;75
8539;"2021-01-03 17:09:20";ff667f8da5e9cd1533b231c6a8be8389;https://www.esercizinglese.com/lezioni-inglesi/esercizi/84/1/dire-say-o-tell;747;88765;0;56f52b65-cbee-44af-8226-e1b2095ee1f5;1305;|tell-say|say|tell|tell|tell|say;grammar_exercise;57
8544;"2021-01-03 17:09:42";41dd026428462d1a2b9c748f9f3ee9fa;https://www.esercizinglese.com/lezioni-inglesi/esercizi/76/3/simple-past;30;90036;0;ca927953-b2d3-4aa1-93e6-e4ee4a500882;1519;"|spend |was |travelled |was |went |learnt |were|didn't rain|saw ";grammar_exercise;70
8625;"2021-01-03 17:13:20";41dd026428462d1a2b9c748f9f3ee9fa;https://www.esercizinglese.com/lezioni-inglesi/esercizi/76/7/simple-past;34;90036;0;ca927953-b2d3-4aa1-93e6-e4ee4a500882;1519;"|loved |did you go|had |didn't meet |tried|did you eat|didn't play|did she swim|wrote ";grammar_exercise;80
8931;"2021-01-03 17:26:12";c680d69d21969e8fedfc6aa2d4401bdf;https://www.esercizinglese.com/lezioni-inglesi/esercizi/54/1/il-futuro-semplice;40;42366;0;8d97141e-1e0a-4d31-b8ac-2901aaa4b21e;1519;"|will eat|will drink |will not watch |will not have|will not play|will read";grammar_exercise;86
9063;"2021-01-03 17:32:57";2f3c22169928ab764c20bb44b434d190;https://www.esercizinglese.com/lezioni-inglesi/esercizi-crocette/70/2/espressioni-di-tempo;48;77548;0;776eb4bb-a4f4-44df-ad54-ecb00492d332;1349;1|2|3|3|4|1|4;grammar_exercise;86
9156;"2021-01-03 17:36:33";4b27a9d923cbc4482919a80c8eb2eed5;https://www.esercizinglese.com/lezioni-inglesi/esercizi/28/1/preposizione-e-avverbi-di-stato-in-luog;11;90047;0;eca5dac1-77f2-4e3d-9996-d7a6a6795f8a;1287;"|in|in|in|in|at |at |in";grammar_exercise;88
9215;"2021-01-03 17:39:15";0b923546f6c88e1bd8f7d1b2f175f42f;https://www.esercizinglese.com/lezioni-inglesi/esercizi/47/1/can-modal-verb;36;90043;1;c3edea10-f253-4ae3-ab14-e4fb5078fd2b;1008;"|can your father take photo?|can you play the guitar?|they can go to the theatre tonight|you can't clean the bedroom now|can they go to the garden for the birthday party?|my sister can't speak english fluenty|he can't play the piano";grammar_exercise;83
9242;"2021-01-03 17:40:15";4b27a9d923cbc4482919a80c8eb2eed5;https://www.esercizinglese.com/lezioni-inglesi/esercizi/28/1/preposizione-e-avverbi-di-stato-in-luog;13;90047;0;eca5dac1-77f2-4e3d-9996-d7a6a6795f8a;1287;"|in|at|in|in|at |at |in";grammar_exercise;88
9266;"2021-01-03 17:41:23";c680d69d21969e8fedfc6aa2d4401bdf;https://www.esercizinglese.com/lezioni-inglesi/esercizi/53/4/il-futuro-intenzionale;42;42366;0;8d97141e-1e0a-4d31-b8ac-2901aaa4b21e;1519;"|going to take|is going to ask|not to be going to |not going to lend |going to accept ";grammar_exercise;60
9405;"2021-01-03 17:48:57";4b27a9d923cbc4482919a80c8eb2eed5;https://www.esercizinglese.com/lezioni-inglesi/esercizi/28/2/preposizione-e-avverbi-di-stato-in-luog;15;90047;0;eca5dac1-77f2-4e3d-9996-d7a6a6795f8a;1287;|at|in|in|at|in|in|at|in|in;grammar_exercise;30
9502;"2021-01-03 17:53:20";2f3c22169928ab764c20bb44b434d190;https://www.esercizinglese.com/lezioni-inglesi/esercizi/70/4/espressioni-di-tempo;50;77548;0;776eb4bb-a4f4-44df-ad54-ecb00492d332;1349;|||||||;grammar_exercise;25
9617;"2021-01-03 17:57:17";c680d69d21969e8fedfc6aa2d4401bdf;https://www.esercizinglese.com/lezioni-inglesi/esercizi/68/5/usi-di-in-e-on;47;42366;0;8d97141e-1e0a-4d31-b8ac-2901aaa4b21e;1519;"|at||in||in |at";grammar_exercise;57
9646;"2021-01-03 17:58:34";93befd91cd223345dfc52852f27ebb4c;https://www.esercizinglese.com/lezioni-inglesi/esercizi/59/3/present-perfect-continuous;5;90048;0;800dfe9f-2b4e-4cb1-b75b-5f215c8543c4;414;"|have met |have you been knowing |have you been dating |i have been knowing |have moved |have been dating ";grammar_exercise;66
9757;"2021-01-03 18:02:59";0b923546f6c88e1bd8f7d1b2f175f42f;https://www.esercizinglese.com/lezioni-inglesi/esercizi/53/4/il-futuro-intenzionale;7;90043;0;f00927f6-5be1-4ed1-908d-6d74010d7700;393;"|going to take|is going to ask|going to not tolerate|going to not lend|going to accept";grammar_exercise;54
9867;"2021-01-03 18:06:53";2481a79a424c28fb529311dda76c36be;https://www.esercizinglese.com/lezioni-inglesi/esercizi/2/1/i-pronomi-personali-soggetto;6;90056;0;28d8d8ec-cf52-47fd-82d2-994a61f3d27c;1349;|||||||;grammar_exercise;1
9873;"2021-01-03 18:06:57";d8a4f548e0ac234e8c7e3663ea6fd3af;https://www.esercizinglese.com/lezioni-inglesi/esercizi/26/4/ancora-uso-dell-articolo-determinativo;277;90057;1;9f05583b-a15c-41af-8455-142bee04d9fe;1280;|x|x|the|the|an|the|x;grammar_exercise;62
9886;"2021-01-03 18:07:22";da9130874beb69d312a9ef4991bf597f;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/6/l-infinito;7;90052;0;fb0c038c-7e0a-4cc9-8e9d-2f51652ece20;1349;"|to take|entering|to arrive|to rain|to read|to visit|living|to remain|thinking";grammar_exercise;66
9905;"2021-01-03 18:08:03";2481a79a424c28fb529311dda76c36be;https://www.esercizinglese.com/lezioni-inglesi/esercizi/2/2/i-pronomi-personali-soggetto;10;90056;0;28d8d8ec-cf52-47fd-82d2-994a61f3d27c;1349;|singolar|singolar|singolar|singolar|plural|singolar;grammar_exercise;14
9932;"2021-01-03 18:08:57";d8a4f548e0ac234e8c7e3663ea6fd3af;https://www.esercizinglese.com/lezioni-inglesi/esercizi/26/3/ancora-uso-dell-articolo-determinativo;279;90057;1;9f05583b-a15c-41af-8455-142bee04d9fe;1280;"|that is the guy|holiday|texas|the bunch|an hour|a nurse|the british museum|the only thing|the surprise";grammar_exercise;64
9941;"2021-01-03 18:09:18";6da754ce82f91045b3c3bf3b6d1e0270;https://www.esercizinglese.com/lezioni-inglesi/esercizi/57/4/l-uso-del-futuro;5;90055;0;7378ed01-58ce-4113-93fd-359a469db899;1349;"|we are buing?|||||";grammar_exercise;1
9946;"2021-01-03 18:09:24";0b923546f6c88e1bd8f7d1b2f175f42f;https://www.esercizinglese.com/lezioni-inglesi/esercizi/62/3/il-periodo-ipotetico;12;90043;0;f00927f6-5be1-4ed1-908d-6d74010d7700;393;"|would do|came|would prepare|rained|would take|hurried|would catch|studied|would be";grammar_exercise;90
9954;"2021-01-03 18:09:35";2f3c22169928ab764c20bb44b434d190;https://www.esercizinglese.com/lezioni-inglesi/esercizi/70/4/espressioni-di-tempo;52;77548;0;776eb4bb-a4f4-44df-ad54-ecb00492d332;1349;|then|after|beforein|in|until|after|at;grammar_exercise;25
9965;"2021-01-03 18:09:47";2481a79a424c28fb529311dda76c36be;https://www.esercizinglese.com/lezioni-inglesi/esercizi/2/3/i-pronomi-personali-soggetto;12;90056;0;28d8d8ec-cf52-47fd-82d2-994a61f3d27c;1349;|he|they|it|we|we|they|it|they|they;grammar_exercise;70
10054;"2021-01-03 18:12:43";0b923546f6c88e1bd8f7d1b2f175f42f;https://www.esercizinglese.com/lezioni-inglesi/esercizi/62/4/il-periodo-ipotetico;14;90043;0;f00927f6-5be1-4ed1-908d-6d74010d7700;393;"|wouldn't keep|didn't print|wouldn't correct|wasn't|would play|were|would buy|knew|would call";grammar_exercise;81
10092;"2021-01-03 18:13:49";6da754ce82f91045b3c3bf3b6d1e0270;https://www.esercizinglese.com/lezioni-inglesi/esercizi/57/1/l-uso-del-futuro;7;90055;0;7378ed01-58ce-4113-93fd-359a469db899;1349;"|will be|i will study|is going to be|will live|will have|are leaving |are goint to see|will help|are going to miss";grammar_exercise;28
10220;"2021-01-03 18:17:25";0b923546f6c88e1bd8f7d1b2f175f42f;https://www.esercizinglese.com/lezioni-inglesi/esercizi/62/5/il-periodo-ipotetico;16;90043;0;f00927f6-5be1-4ed1-908d-6d74010d7700;393;"|had asked|would have given|had wait|would have gone|had gone|would have eaten|had explained|would have done";grammar_exercise;83
10267;"2021-01-03 18:19:00";c680d69d21969e8fedfc6aa2d4401bdf;https://www.esercizinglese.com/lezioni-inglesi/esercizi/68/8/usi-di-in-e-on;50;42366;0;8d97141e-1e0a-4d31-b8ac-2901aaa4b21e;1519;"|on television|on foot |on guard|on average|on a trip|on the whale|on sale |on occasion|on the phone ";grammar_exercise;68
10281;"2021-01-03 18:19:19";6da754ce82f91045b3c3bf3b6d1e0270;https://www.esercizinglese.com/lezioni-inglesi/esercizi/57/2/l-uso-del-futuro;9;90055;0;7378ed01-58ce-4113-93fd-359a469db899;1079;"|i meets|it is going to rain soon|are you really buying|they won't go|i am working |i am going back|i will join |there will be|";grammar_exercise;63
10316;"2021-01-03 18:20:41";0b923546f6c88e1bd8f7d1b2f175f42f;https://www.esercizinglese.com/lezioni-inglesi/esercizi/62/6/il-periodo-ipotetico;19;90043;0;f00927f6-5be1-4ed1-908d-6d74010d7700;393;"|hadn't turned|would have knew |hadn't copied|wouldn't have given|hadn't rained|would have played|had used|wouldn't have been";grammar_exercise;82
10481;"2021-01-03 18:25:55";6da754ce82f91045b3c3bf3b6d1e0270;https://www.esercizinglese.com/lezioni-inglesi/esercizi/57/3/l-uso-del-futuro;11;90055;0;7378ed01-58ce-4113-93fd-359a469db899;1079;"|are you going to invite |will be |are you doing |we going to give|we are buying |the train leaves|i will open |it going to be ";grammar_exercise;55
10531;"2021-01-03 18:27:41";2f3c22169928ab764c20bb44b434d190;https://www.esercizinglese.com/lezioni-inglesi/esercizi/72/1/tempo-meteorologico;66;77548;0;776eb4bb-a4f4-44df-ad54-ecb00492d332;1349;|blowing|cooler|snow|clouds|temperature;grammar_exercise;67
10548;"2021-01-03 18:28:17";98035489840db377861b0fe471c36b9e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/5/l-infinito;15;90064;0;0a62cee6-c34a-41a8-9a8b-6b592ae1a0df;1440;"|let me call the technician to repair it|was obliged to do |told you not to eat |not to cross";grammar_exercise;80
10717;"2021-01-03 18:35:45";9a871b6d5d4a4fa9a1e33b54873a15f1;https://www.esercizinglese.com/lezioni-inglesi/esercizi/57/1/l-uso-del-futuro;5;90067;0;aee12c8c-e4f2-4c0c-9efb-249fb3c23784;1519;"||'ll study|'ll be|are going to live|'ll have|are leaving|are going to see|'ll help|'ll miss";grammar_exercise;37
10748;"2021-01-03 18:37:12";98035489840db377861b0fe471c36b9e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/6/l-infinito;17;90064;0;0a62cee6-c34a-41a8-9a8b-6b592ae1a0df;1440;"|to take|to entering|to arrive|to rain|to read|to visit|living |to remain|to think";grammar_exercise;46
10767;"2021-01-03 18:37:53";2f3c22169928ab764c20bb44b434d190;https://www.esercizinglese.com/lezioni-inglesi/esercizi/72/2/tempo-meteorologico;70;77548;0;776eb4bb-a4f4-44df-ad54-ecb00492d332;1349;|rain|thunder|breeze|heats|dew;grammar_exercise;83
10807;"2021-01-03 18:39:11";4950823be9cd47a7c4b3f3b4aed20c8c;https://www.esercizinglese.com/lezioni-inglesi/esercizi/28/1/preposizione-e-avverbi-di-stato-in-luog;15;90042;0;052cc670-6f57-4315-b0b0-a401f2c428c6;1263;|in|at|||||;grammar_exercise;50
10856;"2021-01-03 18:40:38";4950823be9cd47a7c4b3f3b4aed20c8c;https://www.esercizinglese.com/lezioni-inglesi/esercizi/28/1/preposizione-e-avverbi-di-stato-in-luog;17;90042;0;052cc670-6f57-4315-b0b0-a401f2c428c6;1263;|in|at|in|at|in|at|at;grammar_exercise;50
10888;"2021-01-03 18:41:40";9a871b6d5d4a4fa9a1e33b54873a15f1;https://www.esercizinglese.com/lezioni-inglesi/esercizi/57/2/l-uso-del-futuro;9;90067;0;aee12c8c-e4f2-4c0c-9efb-249fb3c23784;1519;"|i'm going to meet||will you really buy||||||";grammar_exercise;14
10947;"2021-01-03 18:44:19";4950823be9cd47a7c4b3f3b4aed20c8c;https://www.esercizinglese.com/lezioni-inglesi/esercizi/28/2/preposizione-e-avverbi-di-stato-in-luog;21;90042;0;052cc670-6f57-4315-b0b0-a401f2c428c6;1263;"| on|on|||||||";grammar_exercise;60
11002;"2021-01-03 18:46:52";4950823be9cd47a7c4b3f3b4aed20c8c;https://www.esercizinglese.com/lezioni-inglesi/esercizi/28/2/preposizione-e-avverbi-di-stato-in-luog;23;90042;0;052cc670-6f57-4315-b0b0-a401f2c428c6;1263;"| on|on|in|on|on|on| on| above|";grammar_exercise;60
11192;"2021-01-03 18:53:58";0e56fea8d0d75dd52649f3f37a596f9d;https://www.esercizinglese.com/lezioni-inglesi/esercizi/5/1/l-articolo;4;90074;0;38afb710-3376-42fc-9033-464b424c1aa6;1007;||||||||;grammar_exercise;1
11235;"2021-01-03 18:56:05";0e56fea8d0d75dd52649f3f37a596f9d;https://www.esercizinglese.com/lezioni-inglesi/esercizi/5/2/l-articolo;8;90074;0;38afb710-3376-42fc-9033-464b424c1aa6;1007;|||||||||;grammar_exercise;1
11255;"2021-01-03 18:56:56";4950823be9cd47a7c4b3f3b4aed20c8c;https://www.esercizinglese.com/lezioni-inglesi/esercizi/30/1/preposizioni-di-mezzo;29;90042;0;052cc670-6f57-4315-b0b0-a401f2c428c6;1263;"|  |i go to england by plane |mr and mrs taylor are travelling on ship a luxury cruise ship| |||||";grammar_exercise;51
11257;"2021-01-03 18:56:59";2f3c22169928ab764c20bb44b434d190;https://www.esercizinglese.com/lezioni-inglesi/esercizi-crocette/72/3/tempo-meteorologico;72;77548;0;776eb4bb-a4f4-44df-ad54-ecb00492d332;1349;3|1|3|1|4|4|4|2|-1;grammar_exercise;78
11288;"2021-01-03 18:58:40";0e56fea8d0d75dd52649f3f37a596f9d;https://www.esercizinglese.com/lezioni-inglesi/esercizi/5/8/l-articolo;10;90074;0;38afb710-3376-42fc-9033-464b424c1aa6;1007;|||||;grammar_exercise;1
11365;"2021-01-03 19:03:08";4950823be9cd47a7c4b3f3b4aed20c8c;https://www.esercizinglese.com/lezioni-inglesi/esercizi/30/1/preposizioni-di-mezzo;35;90042;0;052cc670-6f57-4315-b0b0-a401f2c428c6;1263;"|  my brother goes to school on the old motorbike|i go to england by plane |mr and mrs taylor are travelling on  a luxury cruise ship| i am driving to school|mr tom flying on philadelphia with jumbo|why does rob never goes in town by bike?|dad always drives his new car|i never go to work on foot|teo goes to school by bike";grammar_exercise;51
11723;"2021-01-03 19:20:25";0e56fea8d0d75dd52649f3f37a596f9d;https://www.esercizinglese.com/lezioni-inglesi/esercizi/5/1/l-articolo;16;90074;0;38afb710-3376-42fc-9033-464b424c1aa6;1007;||||||||;grammar_exercise;1
11903;"2021-01-03 19:26:26";96b01047ecd402f50b80e0237f0b8a05;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/1/l-infinito;17;90077;0;0e13c1bd-dc16-41b2-8f03-c46987a43f16;1583;"|he is an english teacher|they go at school every morning at 8|we are your friends, don't worry|are they happy today ?|i am late for class|bob is in budapest for work|the park is closed on weekends|are you ready ?";grammar_exercise;88
12028;"2021-01-03 19:31:30";96b01047ecd402f50b80e0237f0b8a05;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/2/l-infinito;20;90077;0;0e13c1bd-dc16-41b2-8f03-c46987a43f16;1583;"|david and janet are not at the cinema. they are at home.|my pc is not old. it is new.|are you thin or fat ?|my name is not bill. it is billy.|she is not english. she is french|roland and i are not friends. we are brothers.";grammar_exercise;74
12121;"2021-01-03 19:36:01";96b01047ecd402f50b80e0237f0b8a05;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/3/l-infinito;22;90077;0;0e13c1bd-dc16-41b2-8f03-c46987a43f16;1583;"|i have many things to do|i take the umbrella with me to get wet|don't use my cell phone to call your friends!|at 9 pm i will be ready to go out.|i am not in england to waste tume, but to improve my english.|to be or not to be, that is the question.|are you planning to go to the beach this weekend ?|we decided to buy a house for this year. maybe we will buy it next year.|do you like food from mcdonald's? -yes, but today it's better i don't eat junk food.";grammar_exercise;1
12322;"2021-01-03 19:45:58";3df8b86a8bf59cc0e4f796da2cc216fc;https://www.esercizinglese.com/lezioni-inglesi/esercizi/19/1/il-simple-present;21;90082;0;41623f26-b5eb-49af-96f9-50cf62777401;1903;|speaks|lives|knowes|does|matches|play|likes|payes|passes;grammar_exercise;50
